,Unique Values,Count
4429,Mirror of the Chief of the Southern Tens Reniseneb,1
3502,Mirror with Handle in the Form of a Hathor Emblem,1
5705,Mirror with Hathor Emblem Handle,1
3412,Mirror with Two Falcons on the Handle,1
3942,Mirror with a Handle in the Shape of a Young Woman,1
5692,Mirror with a Handle in the Shape of a Young Woman Holding a Papyrus Umbel,1
4683,Mirror with a Lotus Handle Decorated with the Head of Bes,1
4740,"Miscellaneous fragment, Aten cartouche",1
2553,Model Adze,1
3184,Model Adze Blade,1
880,Model Adze from a Foundation Deposit,2
2551,Model Ax from the Foundation Deposit for Hatshepsut's Tomb,1
4442,Model Bakery and Brewery from the Tomb of Meketre,1
658,Model Basket for a Shabti,2
5658,Model Basket from a Foundation Deposit for Hatshepsut's Temple,1
473,Model Boat,3
605,Model Bread Loaf from the Foundation Deposit for Hatshepsut's Tomb,3
5782,Model Brick  Mold from a Foundation Deposit,1
2549,Model Brick Mold from the Foundation Deposit for Hatshepsut's Tomb,1
3710,Model Broad Collar of Hapiankhtifi,1
4424,Model Cattle stable from the tomb of Meketre,1
871,Model Chisel from a Foundation Deposit,2
1059,Model Chisel from the Foundation Deposit for Hatshepsut's Tomb,2
1257,Model Club,1
1276,Model Dagger and Sheath,1
652,Model Dish from Tutankhamun's Embalming Cache,2
836,Model Dish from a Foundation Deposit,2
2776,Model Dish from a Foundation Depsoit,1
3815,Model Domestic figure,1
475,Model Donkey Bag,3
3356,Model Flail from the Foundation Deposit for Hatshepsut's Tomb,1
1852,Model Hoe,1
2771,Model Jar Inscribed for Sennefer and Senetnay,1
1075,Model Jar from a Foundation Deposit,2
3355,Model Jar from the Foundation Deposit for Hatshepsut's Tomb,1
3349,Model Knot from the Foundation Deposit for Hatshepsut's Tomb,1
647,Model Lever,2
742,Model Lotus Flower,2
2550,Model Mason's Float from the Foundation Deposit for Hatshepsut's Tomb,1
2548,Model Meskhetyu Implement from the Foundation Deposit for Hatshepsut's Tomb,1
185,Model Ointment Jar from a Foundation Deposit,8
4460,Model Paddling Boat,1
5651,Model Pick,1
5781,Model Pick from a Foundation Deposit,1
5657,Model Pick from a Foundation Deposit for Hatshepsut's Temple,1
1869,Model Pot Stand from a Foundation Deposit for Hatshepsut's Tomb,1
5650,Model Rocker,1
2911,Model Saddle Bag for a Donkey,1
2666,Model Sailboat,1
1222,Model Sailing Boat Transporting a Mummy,1
2552,Model Saw,1
5784,Model Saw from a Foundation Deposit,1
1030,Model Seive from a Foundation Deposit for Hatshepsut's Temple,2
412,Model Sheet from a Foundation Deposit for Hatshepsut's Temple,4
592,Model Sheet from the Foundation Deposit for Hatshepsut's Tomb,3
2416,"Model Shield, Spear Case, and Spears",1
1150,Model Solar Boat of Imhotep,2
221,Model Spear,7
3715,Model Spear Case,1
4479,Model Sporting Boat,1
5370,Model Stone Rocker from a Foundation Deposit for Hatshepsut's Temple,1
4955,"Model Throw stick fragment, eye",1
3576,Model Tile for food offerings,1
444,Model Tool from a Foundation Deposit,3
2568,Model Tray from a Foundation Deposit for Hatshepsut's Temple,1
854,Model Vase from a Foundation Deposit,2
2485,Model Yoke and Baskets for a Shabti,1
196,Model adze,7
1029,Model adze blade,2
184,Model ax,8
5574,Model ax-head,1
4456,Model blade of a dagger,1
3796,Model boat with hippopotamus,1
178,Model chisel,8
3835,Model coffin,1
3767,Model collar of Hapiankhtifi,1
3575,Model cucumber,1
511,Model cup,3
995,Model dagger,2
4457,Model dagger of Ukhhotep,1
3771,Model dish,1
2056,"Model duck, trussed",1
1274,Model farmyard and butchery,1
3813,Model figure,1
1050,Model harpoon,2
3713,Model heka scepter,1
3770,Model jar,1
3711,Model mace,1
3769,Model mirror of Hapi Anhktifi,1
3768,Model mirror of Hapiankhtifi,1
2054,"Model of Brewers, Bakers, and Butchers",1
1244,Model of Two Donkeys with Drivers,1
5818,Model of a Cow and Her Calf,1
3977,Model of a Folding Bed,1
3462,Model of a Granary with Scribes,1
4427,Model of a House,1
4423,Model of a Man Plowing,1
4440,Model of a Porch and Garden,1
3479,Model of a Scribeâ€™s Palette and Tablet,1
4441,Model of a Slaughter House,1
1987,Model of a granary with scribe and overseer,1
1279,Model of a house,1
4422,Model of a procession of offering bearers,1
3752,Model of a temple door bolt with recumbent lion,1
4349,Model of a trussed oxen,1
3362,Model of an offering table,1
3772,Model of slaughtered ox,1
3788,Model of spinning bowl,1
4609,"Model of the ""Opening of the Mouth"" ritual equipment",1
2543,Model of the Mastaba Tomb of Perneb,1
5454,"Model of the foreleg of a horned animal, perhaps from a foundation deposit",1
569,Model pick,3
3787,Model pot,1
5150,Model quatrefoil 2-story palmette capital,1
5087,Model quatrefoil 4-story lily capital,1
1640,Model quatrefoil palmette capital,1
2252,Model rocker,1
3712,Model sekhem or aba scepter,1
583,Model shell,3
3708,Model shield,1
3814,Model sieve,1
4865,"Model tambourine with rosette border, Bastet on one side, her boat with naos on the other",1
877,Model vase,2
4913,Model yoke,1
146,Mold,9
3033,Mold for Annular Rings,1
1755,Mold for Bes-image Amulet,1
1090,Mold for Cornflower Pendant,2
5015,Mold for Figure of Bird,1
2374,Mold for Grape Cluster Pendant,1
985,Mold for Leaf Bead,2
3075,Mold for Long Ovoid Bead,1
3034,Mold for Long Ovoid Beads,1
744,Mold for Ovoid Ornaments,2
3302,Mold for Persea Fruit bead,1
3253,Mold for Pierced Umbel Pendant,1
5019,Mold for Ring or Pendant,1
1754,Mold for Rosette,1
3254,Mold for Small Ovoid Bead,1
3255,Mold for Small Ovoid Beads,1
3261,Mold for Trussed Duck Amulet,1
3252,Mold for Umbel Pendant,1
2371,Mold for Umbel of Cornflower Pendant,1
1753,Mold for a Bes Amulet,1
3259,Mold for a Cartouche,1
3260,Mold for a Cornflower Bead,1
686,Mold for a Disk Ornament,2
3258,Mold for a Djed Amulet,1
3213,Mold for a Drop Bead,1
3270,Mold for a Fox Head Amulet,1
1145,Mold for a Grape Cluster Pendant,2
3239,Mold for a Grape Inlay,1
417,Mold for a Hemispherical Boss,4
3264,Mold for a Horus Amulet,1
703,Mold for a Lily Bead,2
3262,Mold for a Lion Amulet,1
696,Mold for a Nefer Bead,2
1117,Mold for a Persea Fruit Pendant,2
2373,Mold for a Poppy Petal Pendant,1
3032,Mold for a Ring,1
3238,Mold for a Ring Bezel with an Ankh Hieroglyph,1
728,Mold for a Rings,2
3237,Mold for a Rosette Bead,1
677,Mold for a Scarab,2
3267,Mold for a Sun Disk Flanked by Uraeus Cobras,1
890,Mold for a Taweret Amulet,2
3263,Mold for a Vulture Amulet,1
3271,Mold for a Wedjat Eye Amulet,1
3312,Mold for a Wedjat-Eye Amulet,1
714,Mold for a Winged Scarab,2
3251,Mold for an Amulet of Bes with a Tambourine,1
3269,Mold for an Amulet of Horns and Sun Disk,1
3266,Mold for an Amulet of Wedjat Eyes and Nefer Hieroglyphs,1
3242,Mold for an Ankh Amulet,1
3265,Mold for an Ear Amulet,1
824,Mold for big ring ornaments,2
2375,Mold for half of a Grape Cluster,1
4996,Mold for scarab back,1
830,Mold for small ring ornaments,2
692,Mold of a Lily Petal,2
3236,Mold of a Lily petal,1
3214,Mold of a Lotus Petal,1
597,Mold with Unfired Frit Still Present,3
3250,Mold: Bes with Tambourine,1
3246,Mold: Grapes,1
797,Mold: Grapes with Cartouche,2
3247,Mold: Lotus Terminal,1
4376,Mongoose Figure,1
3804,Monkey,1
407,Monkey Amulet,4
5220,Monkey and Man Playing Instruments,1
2842,"Monkey couple, the first playing a harp",1
1291,Monkey kneeling and resting its head in a hand,1
2342,Monkey or meerkat,1
5077,Monkey playing the lyre and carrying a dish on its head,1
2313,Montu with two heads,1
2499,Monumental Head of a Foreigner,1
2576,Mosaic glass rod with a sema tawy sign,1
2569,Mosaic glass strip inlay,1
4053,Mosque Lamp for the Mausoleum of Amir Aydakin al-'Ala'i al-Bunduqdar,1
3510,Mosquito Deity amulet,1
290,Motto Clasp of Sithathoryunet,5
2969,Mounted Scarab Incised with Nefer Sign in Scroll Border,1
2871,Mourning Isis,1
1675,Mourning Nephthys,1
2668,Mouth amulet,1
4991,Mouth of Akhenaten or Nefertiti,1
3085,Mud Brick Stamped with the Name and Titles of Senenmut,1
1904,Mud Brick Stamped with the Name of Meryptah,1
3318,Mud Brick Stamped with the Royal Names of Aakheperkare  and Maatkare,1
1442,Mud Brick Stamped with the Throne Names <i>Aa-kheper-ka-re<,1
1874,Mud Brick of Senimen,1
4945,Mud Sealing Attached to a Fiber Tie from Tutankhamun's Embalming Cache,1
195,Mud jar sealing,7
5580,Mud jar sealing impressed with a row of spiral signs,1
5568,Mud jar sealing indicating King Narmer's estate,1
5569,Mud jar sealing with King Narmer's name,1
1567,Multiple Wedjat eye amulet,1
2210,Mummified Fish,1
4610,Mummified leg of beef case,1
3197,Mummiform Horus Figure amulet,1
5676,Mummy Bandage from Tutankhamun's Embalming Cache,1
3192,Mummy Board of Iineferty,1
2985,"Mummy Board of Itamun, inscribed for Nesiamun",1
5032,Mummy Board of the Chantress of Amun-Re Henettawy,1
5648,Mummy Cloth Fragment,1
784,Mummy Cloth Fragment of Djedptahefankh,2
3654,Mummy Mask of Khonsu,1
2747,"Mummy bandage of Hepmeneh, born of Tasheritentaqeri, inscribed with text and vignette from the Book of the Dead",1
1833,Mummy braces bearing the name of Painedjem,1
1592,"Mummy case, lizard",1
158,Mummy label,9
5347,Mummy of Artemidora,1
4999,Mummy of Irtirutja with mask and other cartonnage elements,1
2489,Mummy of Nefer,1
2683,Mummy of Nesiamun,1
3880,Mummy of Prince Amenemhat,1
2391,Mummy of a woman named Nephthys,1
5446,Mummy with a Painted Mask Depicting a Woman Holding a Goblet,1
5346,Mummy with an Inserted Panel Portrait of a Youth,1
2240,Nail,1
4539,Nails,1
2675,Name Panel from Mortuary Complex of Senwosret I,1
3927,Name Panel from the Mortuary Complex of Senwosret I,1
2417,Name Panels from the Inner Wall of Senwosret I's Pyramid Complex,1
2702,Name Stone of Hatshepsut,1
257,Name Stone of Senenmut,6
668,Name Stone of Wadjetrenput,2
2582,Name panel from inner wall of Senwosret I pyramid complex,1
3926,Name panel from mortuary complex of Senwosret I,1
4927,Naos sistrum with the name of Apries,1
3963,"Naos stela with Pa-inmu and his father It, son of Pedise",1
1742,Nebethetepet or Nehemetaui,1
4276,Neck Band from a Tunic,1
5073,Neck Fragment of a Glass Vase with Dragged Decoration,1
3675,Neck from a vessel depicting the goddess Hathor flanked by felines,1
3542,Neck of a Wide-Mouthed Hathor Jar,1
2901,Neck of jar,1
40,Necklace,31
5939,Necklace counterpoise with aegis of Sakhmet,1
3668,Necklace in Gold Filagree of Queen Tausret,1
2979,Necklace of  white lenticular beads,1
5542,Necklace of Ball Beads and a Vase Amulet,1
3439,Necklace of Gold Ball Beads,1
3400,Necklace of Graduated Ball Beads,1
3709,Necklace of Hapiankhtifi,1
5544,Necklace of Lentoid Beads,1
3916,Necklace of Sithathoryunet,1
581,Necklace of Wah,3
1179,Necklace of amulets,2
5336,Necklace of ball beads and gold amulets,1
1283,Necklace of barrel beads,1
5554,Necklace of beads and amulets,1
3473,Necklace of queen Neferu,1
2754,Necklace of striated beads,1
4775,Necklace restrung with amulets and a faience cartouche bead of Tutankhamun,1
5700,Necklace with Amulets,1
5319,Necklace with Bes amulets,1
5529,Necklace with Sa-Amulets of Senebtisi,1
5530,Necklace with Shen-Amulet of Senebtisi,1
5851,Necklace with a beaded wire wheel and a pendant with a profile of Alexander,1
1613,Necklace with beads and a scarab,1
3394,Necklace with carnelian barrel bead,1
5357,Necklace with disc beads and amulets,1
1615,Necklace with fly amulets,1
5852,Necklace with ornate clasp ornament and a small drop pendant,1
3395,Necklace with pendants,1
3486,Necklace with shell pendants of Senebtisi,1
3402,Nectanebo II Offers to Osiris Hemag,1
551,Needle,3
5192,Needle Used For Making Nets,1
1846,Needle for Making Fish Net,1
2604,Nefer Amulet,1
4687,"Nefertiti breast and shoulder fragment, cartouche [of Aten]",1
409,Nefertum,4
2605,Nefertum Amulet,1
1988,Nefertum amulet,1
986,Nehebkau,2
3131,Nehebkau  holding a wedjat eye,1
1917,Nehebkau Amulet,1
1811,Nehebkau amulet,1
630,Neith,3
3039,Neith  amulet,1
1792,Neith Amulet,1
2334,Neith suckling two crocodiles,1
3043,Nekhbet amulet,1
3062,Nemes fragment,1
4749,Nemes fragment joining British Museum EA 13366,1
2558,Nemesis in the form of a griffin,1
648,Nephthys Amulet,2
5113,Nephthys amulet,1
1071,"Nephthys, Horus, and Isis Amulet",2
4083,Net,1
2358,Net floater,1
1457,Net fragment,1
1446,Niche Stela with Nebseny Reciting Solar Hymns,1
4622,Nikare as a scribe,1
1641,"Nilotic scene inlay, fish fragment",1
1486,Nine Taweret Amulets,1
3808,Nine fragments of hieratic text,1
5348,Nine scarabs set in modern bracelet.,1
3653,Nose and lips of Akhenaten,1
5576,Notched projectile point with transverse tip,1
3962,Nubian head inlay,1
2341,"Nude crouching figure wearing a wreath, large phallus broken away",1
1423,Nude female figure holding a vase on her head,1
4705,Nude female holding monkeys,1
4619,Nursing woman,1
1511,Oarsmen and an Official,1
3153,Obelisk,1
847,Obelisk of Nebsen,2
2410,Objects from Theban Tomb MMA 840,1
1896,Oblong Basket with Lid,1
4847,"Oblong Plaque Depicting Ramesses II Smiting Enemies, opposite side relief scene of Isis and Nephthys flanking falcon labeled Horus son of Isis",1
2044,Oblong bead,1
3111,"Offering Procession and Netting Fowl, Tomb of Djari",1
3818,Offering bearer statuette,1
248,Offering list stela,6
4410,Offering slab for seven oils of Ankhwadjes,1
251,Offering table,6
4823,Offering table  fragment,1
2290,Offering table fragment with cartouche and epithets of Aten,1
4489,Offering table from the mortuary temple of Amenemhat I,1
5469,Offering table of Pabasa,1
4710,Offering table with Akhenaten titles,1
4817,Offering table with arm,1
700,"Offering table with hand, Akhenaten names",2
4810,"Offering table with hand, name and titulary of Akhenaten",1
4820,"Offering table with hand, titulary of king",1
5538,Offering table with statuette of Sehetepib,1
4711,"Offering table, Aten cartouche",1
701,"Offering table, Nefertiti cartouche",2
2281,"Offering table, hand",1
4821,"Offering table, titulary of Aten",1
4818,"Offering table, titulary of king",1
4822,"Offering table, titulary of queen",1
531,Offering tray,3
3992,Official with Pleated Costume,1
4378,Ointment Bowl with Two Monkeys in Relief,1
109,Ointment Jar,12
3941,Ointment Jar Inscribed with the Name of Thutmose IV,1
330,Ointment Jar from a Foundation Deposit of Hatshepsut,4
4400,Ointment Jar of Sithathoryunet,1
3538,Ointment Jar with Lid,1
3839,Ointment container,1
320,Ointment jar,5
4383,Ointment jar and cover,1
5330,Ointment jar and lid naming Thutmose III,1
4392,Ointment jar from a Foundation Deposit of Hatshepsut's Valley Temple,1
4501,Ointment jar inscribed with the name of Pepi I,1
4401,Ointment jar of Sithathoryunet,1
4399,Ointment jar with lid,1
4356,Ointment vase in the shape of a bolti fish,1
1093,Omphale figure,2
4478,One of five bowls,1
277,Onuris,5
693,Open mouth jar,2
5669,Open-Mouthed Cosmetic Jar of Neferkhawet,1
5316,Open-Mouthed Cosmetic Jar of Rennefer,1
5748,Open-Mouthed Cosmetic Jar with Lid,1
5758,Open-Mouthed Cosmetic Jar with Mud Stopper,1
5337,Openwork Barrel Bead,1
3705,Openwork bead,1
5837,Openwork shawl,1
4303,Orbiculus  with Grapevine Inhabited by Two Purple Birds Emerging from a Pot,1
199,Ornament,7
2767,Ornament from wig,1
4148,Ornament or Carding Comb,1
4029,Ornament or Head of a Pin,1
4066,"Ornament, Possibly from a Necklace",1
1893,"Ornament, leaves",1
4331,Ornamental Band with Nilotic Elements,1
539,Ornamental Tapestry Panel,3
1587,Ornamental mask,1
3690,Oryx dish,1
5774,Osirid Figure of Ahhotep,1
5773,Osirid Figure of Iry,1
5281,Osiride Figure,1
1108,Osiride statue of Senwosret I,2
115,Osiris,12
339,Osiris Figure,4
5771,Osiris Figure of Hatnefer with base,1
5812,Osiris Shroud,1
5151,"Osiris inscribed for Harkhebit, son of Padikhonsu and Isetempermes",1
5644,"Osiris offered by the Astronomer of the House of Amun, Ibeb",1
489,Osiris-Iah,3
22,Ostracon,47
3649,Ostracon Depicting Ramesses IX attributed to the chief draftsman Amenhotep,1
5677,Ostracon Depicting a Bull's Head,1
5675,Ostracon Depicting a Man's Head,1
4843,Ostracon Depicting a Queen Holding a Sistrum,1
3651,Ostracon With a Royal Head,1
5678,Ostracon With an Artist's Sketch of a Tomb Scene,1
4008,Ostracon depicting an animal fable or myth in the upper register and a princess  in the lower,1
764,Ostracon inscribed with identity marks,2
3045,Ostracon inscribed with identity marks and the name of female family member,1
3046,Ostracon inscribed with list of identity marks,1
4841,Ostracon with Figure of the God Ptah and Artist's Signature,1
4960,Ostracon with Line Drawing of Theban Triad,1
4358,Ostracon with Pharaoh Spearing a Lion and a Royal Hymn on its Back,1
4842,Ostracon with Seated Child,1
3073,Ostracon with Workmen's Identity Marks,1
5667,Ostracon with a Man's Profile,1
3506,Ostracon with a donkey,1
3650,Ostracon with a figure of the god Iunmutef,1
2793,Ostracon with a grid giving days of the months in hieratic against names and locations in hieroglyphs,1
1491,Ostracon with chalk inscription,1
2032,Ostracon with drawing of a bull,1
96,Ostracon with hieratic inscription,14
3047,Ostracon with hieroglyph and hieratic,1
813,Ostracon with liliform capital,2
5285,Ostracon with sketch of a calf,1
2855,Ostracon with sketch of a crocodile,1
2853,Ostracon with sketch of a door,1
2856,Ostracon with sketch of a grazing antelope,1
2854,Ostracon with sketch of a harpist,1
5286,Ostracon with sketch of a running lion,1
3201,Ostracon with the Drawing of a Cat,1
2614,Ostrich Egg,1
4114,Ottoman Court Carpet,1
1922,Outer Coffin of Itamun,1
3657,Outer Coffin of Khonsu,1
2716,Outer Coffin of Nephthys,1
5006,Outer Coffin of Tabakenkhonsu,1
2409,Outer Coffin of Tabakenkhonsu: Jackal from Top,1
5841,Outer Coffin of the Chantress of Amun-Re Henettawy,1
2857,Outer Qersu Coffin of the Priest Hor,1
3903,Outer coffin of Hapiankhtifi,1
4011,Outer coffin of Senebtisi,1
3463,Outer coffin of the Child Myt,1
1653,Oval Pendant,1
1462,Oval plaque,1
5237,Oval plaque of Ramesses II,1
4063,"Overfired Millefiori Glass with a Domical Shape, Perhaps a Pawn",1
30,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",37
46,Overseer Shabti of Nauny,26
1772,Overseer Shabti of Psusennes I,1
1019,Ovoid jar,2
750,Owl Amulet,2
1740,Owl inlay,1
3718,Ox leg dish,1
2317,Oxyrhynchus fish,1
198,Paddle Doll,7
5442,"Padiamunrenebwaset, son of Irethoreru, holding a seated statue of Osiris",1
4577,Page of Calligraphy,1
1706,Paint Brush,1
3010,Paint grinding slab,1
4946,Painted Bowl from Tutankhamun's Embalming Cache,1
4981,Painted Cloth Dedicated to Hathor,1
4948,Painted Cup from Tutankhamun's Embalming Cache,1
678,Painted Jar from Tutankhamun's Embalming Cache,2
3186,Painted Model Chest,1
5929,Painted Plaster Pavement Fragment,1
745,Painted Shroud Fragment,2
5917,Painted Wide-Mouthed Jug,1
5834,Painted Wooden Coffin of Nesiamun,1
5311,Painted wooden panel of Tabakenkhonsu,1
3560,Painter's Palette Inscribed with the Name of Amenhotep III,1
3011,Painting Palette,1
2864,"Pair Statue of Nebwaw and His Wife, Tenethet",1
1559,Pair of Child's Slippers,1
3546,Pair of Clappers,1
95,Pair of Earrings,14
4068,Pair of Minbar Doors,1
2518,Pair of Obelisks of Nebsen,1
1186,Pair of Penannular Earrings,2
5912,Pair of Ribbed Penannular Earrings,1
698,Pair of Sandals,2
5159,Pair of Sandals from the Tomb of Yuya and Tjuyu,1
4154,Pair of Shoes,1
5491,Pair of Spiral Earrings,1
1195,Pair of Sprial Earrings,2
713,Pair of boat-shaped earrings with filigree and granule decoration,2
709,Pair of bracelets,2
5534,Pair of clappers,1
765,Pair of sandals,2
3497,Pair of sandals from the Burial of Amenhotep,1
2586,Pakhet  Amulet,1
117,Palette,12
4354,Palette Depicting a Pair of Mud Turtles,1
5399,Palette for painting of Vizier Amenemopet,1
5630,Palette in the form of a mud turtle,1
2179,Palette shaped like a fish,1
5632,Palette shaped like a guinea fowl,1
2178,"Palette with Incised Figures of Giraffes, Ibex, and Antelope",1
5637,Palette with antelope heads and a turtle,1
5634,Palette with double bird heads with inlaid eyes,1
5631,Palette with two birds attached at their tails,1
2674,"Palette, fish",1
2145,"Palette, turtle",1
4398,Palm Column of Sahure,1
5426,Palm of a Ceremonial Fan,1
3243,Palmette Mold,1
7,Panel,174
1052,"Panel Carved in the ""Beveled Style"" with Remains of Later Polychromy",2
398,Panel Fragment,4
4071,Panel from Minbar,1
4059,"Panel from Sultan Lajin's Minbar at the Mosque of Ibn Tulun, Cairo",1
4918,Panel from a Hathor Column,1
128,Panel from a Minbar,11
5916,"Panel from beneath feet of a cartonnage, with scorpions on soles",1
4070,Panel of Minbar,1
4031,Panel with Animals Flanking a Vase Against a Pattern of Scrolls,1
4169,Panel with Birds,1
4139,"Panel with Birds, Griffins, and Animals",1
4166,Panel with Cross,1
4519,Panel with Cross and Griffins,1
4045,Panel with Horse Heads,1
4516,Panel with Winged Figures,1
4528,Panel with a Vine Scroll with Grapes,1
1618,Panel with crouching figure holding a key,1
4292,Panel with the Triumph of Dionysos,1
602,Paper Cut-Out,3
1138,Papyrus,2
3338,Papyrus Column  Amulet,1
1915,Papyrus Column Amulet,1
182,Papyrus Fragment,8
1809,Papyrus Fragment of Deities in a Boat,1
907,Papyrus Fragments,2
5162,Papyrus Lid,1
367,Papyrus Lid from Tutankhamun's Embalming Cache,4
2809,Papyrus Lid from the Embalming Cache of Tutankhamun,1
800,Papyrus Lids from the Embalming Cache of Tutankhamun,2
3337,Papyrus Scepter  amulet,1
524,Papyrus burnisher,3
1839,"Papyrus burnisher of the Scribe, Merymaat",1
585,Papyrus charm,3
2611,Papyrus column  amulet,1
2705,Papyrus column  inlay,1
424,Papyrus column amulet,4
213,Papyrus fragment,7
342,Papyrus fragments from the Book of the Dead of the Scribe Roy,4
1773,"Papyrus fragments, Book of the Dead",1
3894,Papyrus inscribed with accounts of beer and bulls,1
3892,Papyrus inscribed with an account and a religious text,1
3899,"Papyrus of Sitnebsekhtu, Heqanakht Letter IV",1
3746,Papyrus pillar surmounted by Bes with an antelope,1
814,Papyrus scepter  amulet,2
1926,Papyrus sheet,1
1713,Part  of a bangle,1
1730,Part  of a bracelet,1
418,Part  of a bracelet or armlet with uraei,4
3392,"Part of ""Opening of the Mouth"" peseshkef amulet",1
2385,Part of Khety's desert hunt scene,1
5026,Part of Vase Handle,1
1798,Part of a  pillar or stela with the first cartouche of the Aten,1
4972,Part of a Ceiling from the Tomb of Bakenrenef,1
4100,Part of a Garment,1
1969,Part of a Mirror Handle depicting Bes,1
3883,Part of a Scarab Inscribed for Neferhotep I,1
1220,Part of a bangle,2
1784,Part of a coffin,1
2909,Part of a figurine of a female figure supporting a male on her back,1
1695,Part of a flail for a statue,1
2772,Part of a funerary papyrus showing the judgment before Osiris,1
3928,Part of a loom,1
4242,Part of a sistrum,1
1799,Part of a small block with name of Nefertiti and another on adjacent sides,1
2267,Part of a small block with names of the Aten preserved on opposite sides and names of Akhenaten and Nefertiti on one preserved end,1
3067,Part of a small block with parts of names of the Aten and Akhenaten preserved on two adjacent sides,1
4778,Part of a tripartite wig.,1
4954,Part of a votive menat,1
430,Part of an ear stud,4
3151,Part of an elaborate roof or canopy - see 26.3.354-2,1
2246,Part of hoe or plow,1
4462,Part of the shrine of Queen Henhenet,1
4223,Partial Shu Amulet,1
2778,Partial female head,1
5600,Partial statuette probably depicting a young boy,1
5556,Partially Restored Oblique Lyre,1
2146,Partially unwrapped mummified hand with ring,1
5161,Pat of Mud for Sealing from Tutankhamun's Embalming Cache,1
477,Pataikos,3
1083,Pataikos Amulet,2
1774,Pataikos Amulet with seal on base,1
3113,Pataikos Figure,1
437,Pataikos amulet,3
3126,"Pataikos or other dwarf god, with curly hair",1
2323,Pataikos with two faces,1
4240,Pectoral Fragment,1
4430,Pectoral and Necklace of Sithathoryunet with the Name of Senwosret II,1
3645,Pectoral of Mutnefret,1
1941,Pectoral of Panekhu,1
3689,Pectoral of Wedjahor,1
4834,"Pectoral of a winged goddess, probably Nut",1
5468,"Pectoral with bovine head crowned with disk, horns and feathers",1
2001,Pectoral with scarab,1
4183,"Pediusir kneeling, holding a jar",1
624,Peg for a Bookbinding,3
567,Peg from Wah's Coffin,3
120,Pen,12
137,Penannular Earring,10
86,Pendant,15
165,Pendant Cross,8
5693,Pendant Depicting a Pair of Birds,1
866,Pendant amulet,2
1550,Pendant depicting Horus,1
4366,Pendant imitating a shell,1
5694,Pendant in the Shape of a Pomegranate Flower,1
4207,Pendant of an ibis wearing an atef crown,1
4013,Pendant or Jar-Top,1
2050,"Pendant section, Hathor head",1
1998,"Pendant, amphora shape",1
2072,"Pendant, bust of a man",1
5853,Pendant:  Bust of Isis,1
5884,Pendant:  Osiris and Isis of Canopus,1
102,Pendant: Bunch of Grapes,13
928,Pendant: Eros  wearing diadem with rosette over the forehead,2
259,Pendant: Lotus Sepal,6
132,Pendant: Petals of Cornflower,10
892,Pendants,2
4506,Perfume Sprinkler,1
4355,Perfume Vessel in the Shape of Two Trussed Ducks,1
368,Perfume vase,4
3460,Perfume vessel in shape of a monkey,1
138,Persea fruit pendant,10
419,Persia Fruit Mold,4
1098,Pestle,2
942,Petalsof a Composite Cornflower Pendant,2
1017,Petrified Lemon,2
3042,Phallus  amulet,1
3703,Pharmaceutical jar,1
1787,Pick,1
2618,Pick Handle from a Foundation Deposit of Hatshepsut,1
4761,"Pictorial relief, Aten hand",1
4762,"Pictorial relief, Aten rays",1
4760,"Pictorial relief, Aten rays over offering",1
5532,Pieces from a cylindrical pendant,1
568,Pieces of slag from glazing process,3
1667,"Pierced Ring, Prenomen of Amenhotep III",1
5775,Pigeon Bones,1
3481,Piglet figurine,1
4511,Pilaster with a Pattern of Leaves,1
4200,Pilgrim Flask with Saint Menas,1
4708,"Pillar perhaps attached to statue, name of Akhenaten, epithets of Aten",1
621,Pin,3
5519,Pin topped with a bird,1
4747,Piriform Jar of Rennefer,1
5367,Piriform Stone Jar,1
5332,Piriform jug with cartouche of Thutmose III,1
5516,Piriform macehead with male faces,1
5688,Piriform storage jar,1
3157,Plan for a temple garden,1
43,Plaque,30
5900,Plaque Bead with Name of Thutmose IV and a Sphinx on the Reverse,1
5380,Plaque Bead with name of Amenhotep I,1
3914,"Plaque Bead with the Name of Amenhotep I, Head of Hathor on the Reverse",1
4858,Plaque Bearing the Image of a Bird,1
4851,Plaque Bearing the Image of an Ibex,1
5767,Plaque Decorated with a Duck,1
5001,Plaque Depicting a God Riding a Lion,1
5122,"Plaque Depicting a Goddess or Queen, and on Opposite Side a King",1
5100,Plaque Inscribed With the Names of Amenhotep III,1
782,Plaque Inscribed for Amenhotep II,2
2949,Plaque Inscribed with the Cartouche of Amenemhat I,1
1248,Plaque Inscribed with the Name Ahmose,1
1409,Plaque Inscribed with the Name Nefertari,1
1461,Plaque Inscribed with the Throne Name of Amenhotep I,1
2818,Plaque Inscribed with the Throne Name of Amenhotep III,1
5249,"Plaque Inscribed with the Throne Name of Thutmose III, Menkheperre",1
5424,"Plaque depicting Thermouthis, Demeter, Serapis, Isis, Agathodaimon",1
5121,"Plaque depicting a goddess, king on opposite side",1
134,Plaque for a Collar or Necklace,10
1268,Plaque from a Foundation Deposit of Senwosret I,1
1366,Plaque from a bracelet,1
5766,Plaque in the Form of a Cartouche,1
4857,Plaque in the Form of a Slaughtered Ox,1
4831,Plaque inlaid with Cartouche of Seti II,1
3162,Plaque inscribed for Thutmose III,1
3878,Plaque of Amenemhat II,1
2763,Plaque of alabaster,1
